Frans,Nederlands,Duits,Begin,Einde,Name
Ernonheid,-,-,01.01.0001,04.04.1977,Ernonheid
Ferrières,-,-,01.01.0001,31.12.9999,Ferrières
Filot,-,-,01.01.0001,02.01.1977,Filot
Fize-Fontaine,-,-,01.01.0001,02.01.1977,Fize-Fontaine
Flône,-,-,01.01.0001,01.01.1977,Flône
Fraiture,-,-,01.01.0001,02.01.1977,Fraiture
Hamoir,-,-,01.01.0001,31.12.9999,Hamoir
Hannêche,-,-,01.01.0001,01.04.1977,Hannêche
Harzé,-,-,01.01.0001,04.04.1977,Harzé
Hermalle-sous-Huy,-,-,01.01.0001,05.01.1977,Hermalle-sous-Huy
Héron,-,-,01.01.0001,31.12.9999,Héron
Hody,-,-,01.01.0001,02.01.1977,Hody
Huccorgne,-,-,01.01.0001,02.01.1977,Huccorgne
Huy,Hoei,-,01.01.0001,31.12.9999,Hoei
Jehay-Bodegnée,-,-,01.01.0001,03.01.1977,Jehay-Bodegnée
Lamontzée,-,-,01.01.0001,01.04.1977,Lamontzée
Landenne,-,-,01.01.0001,10.02.1977,Landenne
Lavoir,-,-,01.01.0001,02.01.1977,Lavoir
Les Avins,-,-,01.01.0001,01.01.1977,Les Avins
Les Waleffes,-,-,01.01.0001,01.01.1971,Les Waleffes
Lorcé,-,-,01.01.0001,01.01.1977,Lorcé
Marchin,-,-,01.01.0001,31.12.9999,Marchin
Marneffe,-,-,01.01.0001,01.04.1977,Marneffe
Modave,-,-,01.01.0001,31.12.9999,Modave
Moha,-,-,01.01.0001,02.01.1977,Moha
Nandrin,-,-,01.01.0001,31.12.9999,Nandrin
Neuville-en-Condroz,-,-,01.01.0001,03.01.1977,Neuville-en-Condroz
Ocquier,-,-,01.01.0001,01.01.1977,Ocquier
Ombret-Rawsa,-,-,01.01.0001,02.01.1977,Ombret-Rawsa
Oteppe,-,-,01.01.0001,01.04.1977,Oteppe
Ouffet,-,-,01.01.0001,31.12.9999,Ouffet
Outrelouxhe,-,-,01.01.0001,02.01.1977,Outrelouxhe
Pailhe,-,-,01.01.0001,01.01.1977,Pailhe
Poulseur,-,-,01.01.0001,01.01.1977,Poulseur
Ramelot,-,-,01.01.0001,02.01.1977,Ramelot
Saint-Séverin,-,-,01.01.0001,01.01.1977,Saint-Séverin
Seilles,-,-,01.01.0001,10.02.1977,Seilles
Seny,-,-,01.01.0001,02.01.1977,Seny
Seraing-le-Château,-,-,01.01.0001,03.01.1977,Seraing-le-Château
Soheit-Tinlot,-,-,01.01.0001,02.01.1977,Soheit-Tinlot
Strée (lez-Huy),-,-,01.01.0001,02.01.1977,Strée (lez-Huy)
Tavier,-,-,01.01.0001,02.01.1977,Tavier
Terwagne,-,-,01.01.0001,01.01.1977,Terwagne
Tihange,-,-,01.01.0001,02.01.1977,Tihange
Vaux-et-Borset,-,-,01.01.0001,02.01.1977,Vaux-et-Borset
Verlaine,-,-,01.01.0001,31.12.9999,Verlaine
Vierset-Barse,-,-,01.01.0001,02.01.1977,Vierset-Barse
Vieuxville,-,-,01.01.0001,03.01.1977,Vieuxville
Vieux-Waleffe,-,-,01.01.0001,02.01.1977,Vieux-Waleffe
Villers-aux-Tours,-,-,01.01.0001,02.01.1977,Villers-aux-Tours
Villers-le-Bouillet,-,-,01.01.0001,31.12.9999,Villers-le-Bouillet
Villers-le-Temple,-,-,01.01.0001,01.01.1977,Villers-le-Temple
Vinalmont,-,-,01.01.0001,02.01.1977,Vinalmont
Vyle-et-Tharoul,-,-,01.01.0001,01.01.1977,Vyle-et-Tharoul
Wanze,-,-,01.01.0001,31.12.9999,Wanze
Waret-l'Evêque,-,-,01.01.0001,02.01.1977,Waret-l'Evêque
Warnant-Dreye,-,-,01.01.0001,02.01.1977,Warnant-Dreye
Warzée,-,-,01.01.0001,02.01.1977,Warzée
Werbomont,-,-,01.01.0001,03.01.1977,Werbomont
Xhoris,-,-,01.01.0001,03.01.1977,Xhoris
Yernée-Fraineux,-,-,01.01.0001,01.01.1977,Yernée-Fraineux
Anthisnes,-,-,02.01.1977,31.12.9999,Anthisnes
Engis,-,-,02.01.1977,31.12.9999,Engis
Tinlot,-,-,02.01.1977,31.12.9999,Tinlot
Linchet,-,-,01.01.0001,22.07.1952,Linchet
Neuville-sous-Huy,-,-,01.01.0001,22.07.1952,Neuville-sous-Huy
Vissoul,-,-,01.01.0001,22.07.1952,Vissoul
Alleur,-,-,01.01.0001,02.01.1977,Alleur
Angleur,-,-,01.01.0001,01.01.1977,Angleur
Ans,-,-,01.01.0001,31.12.9999,Ans
Anthisnes,-,-,01.01.0001,02.01.1977,Anthisnes
Argenteau,-,-,01.01.0001,01.01.1977,Argenteau
Awans,-,-,01.01.0001,31.12.9999,Awans
Awirs,-,-,01.01.0001,01.01.1977,Awirs
Ayeneux,-,-,01.01.0001,09.02.1977,Ayeneux
Aywaille,-,-,01.01.0001,31.12.9999,Aywaille
Barchon,-,-,01.01.0001,01.01.1977,Barchon
Bassenge,Bitsingen,-,01.01.0001,31.12.9999,Bitsingen
Beaufays,-,-,01.01.0001,02.01.1977,Beaufays
Bellaire,-,-,01.01.0001,02.01.1977,Bellaire
Berneau,-,-,01.01.0001,01.01.1977,Berneau
Beyne-Heusay,-,-,01.01.0001,31.12.9999,Beyne-Heusay
Bierset,-,-,01.01.0001,01.01.1977,Bierset
Boirs,-,-,01.01.0001,01.04.1977,Boirs
Bombaye,Bolbeek,-,01.01.0001,01.01.1977,Bolbeek
Boncelles,-,-,01.01.0001,01.01.1977,Boncelles
Bressoux,-,-,01.01.0001,01.01.1977,Bressoux
Cerexhe-Heuseux,-,-,01.01.0001,09.02.1977,Cerexhe-Heuseux
Chaudfontaine,-,-,01.01.0001,31.12.9999,Chaudfontaine
Chênée,-,-,01.01.0001,02.01.1977,Chênée
Cheratte,-,-,01.01.0001,01.01.1977,Cheratte
Chokier,-,-,01.01.0001,01.04.1969,Chokier
Comblain-au-Pont,-,-,01.01.0001,31.12.9999,Comblain-au-Pont
Dalhem,-,-,01.01.0001,31.12.9999,Dalhem
Dolembreux,-,-,01.01.0001,02.01.1977,Dolembreux
Eben-Emael,-,-,01.01.0001,01.04.1977,Eben-Emael
Embourg,-,-,01.01.0001,02.01.1977,Embourg
Engis,-,-,01.01.0001,02.01.1977,Engis
Esneux,-,-,01.01.0001,31.12.9999,Esneux
Evegnée-Tignée,-,-,01.01.0001,09.02.1977,Evegnée-Tignée
Feneur,-,-,01.01.0001,01.01.1977,Feneur
Fexhe-Slins,-,-,01.01.0001,02.01.1977,Fexhe-Slins
Flémalle-Grande,-,-,01.01.0001,01.01.1977,Flémalle-Grande
Flémalle-Haute,-,-,01.01.0001,01.01.1977,Flémalle-Haute
Fléron,-,-,01.01.0001,31.12.9999,Fléron
Fooz,-,-,01.01.0001,01.01.1977,Fooz
Forêt,-,-,01.01.0001,16.02.1977,Forêt
Fraipont,-,-,01.01.0001,16.02.1977,Fraipont
Glain,-,-,01.01.0001,01.01.1977,Glain
Gleixhe,-,-,01.01.0001,01.01.1965,Gleixhe
Glons,Glaaien,-,01.01.0001,01.04.1977,Glaaien
Gomzé-Andoumont,-,-,01.01.0001,01.01.1977,Gomzé-Andoumont
Grâce-Berleur,-,-,01.01.0001,01.01.1971,Grâce-Berleur
Grivegnée,-,-,01.01.0001,01.01.1977,Grivegnée
Haccourt,-,-,01.01.0001,01.01.1977,Haccourt
Hermalle-sous-Argenteau,-,-,01.01.0001,01.01.1977,Hermalle-sous-Argenteau
Hermée,-,-,01.01.0001,01.01.1977,Hermée
Herstal,-,-,01.01.0001,31.12.9999,Herstal
Heure-le-Romain,-,-,01.01.0001,01.01.1977,Heure-le-Romain
Hognoul,-,-,01.01.0001,01.01.1977,Hognoul
Hollogne-aux-Pierres,-,-,01.01.0001,01.01.1977,Hollogne-aux-Pierres
Horion-Hozémont,-,-,01.01.0001,01.01.1977,Horion-Hozémont
Housse,-,-,01.01.0001,01.01.1977,Housse
Houtain-Saint-Siméon,-,-,01.01.0001,01.01.1977,Houtain-Saint-Siméon
Jemeppe (sur-Meuse),-,-,01.01.0001,01.01.1977,Jemeppe (sur-Meuse)
Jupille-sur-Meuse,-,-,01.01.0001,01.01.1977,Jupille-sur-Meuse
Juprelle,-,-,01.01.0001,31.12.9999,Juprelle
Lanaye,Ternaaien,-,01.01.0001,01.01.1977,Ternaaien
Lantin,-,-,01.01.0001,02.01.1977,Lantin
Liège,Luik,Lüttich,01.01.0001,31.12.9999,Luik
Liers,-,-,01.01.0001,02.01.1977,Liers
Lixhe,Lieze,-,01.01.0001,01.01.1977,Lieze
Loncin,-,-,01.01.0001,01.01.1977,Loncin
Louveigné,-,-,01.01.0001,04.04.1977,Louveigné
Magnée,-,-,01.01.0001,01.01.1977,Magnée
Melen,-,-,01.01.0001,09.02.1977,Melen
Micheroux,-,-,01.01.0001,09.02.1977,Micheroux
Milmort,-,-,01.01.0001,01.01.1977,Milmort
Mons-lez-Liège,-,-,01.01.0001,01.01.1977,Mons-lez-Liège
Montegnée,-,-,01.01.0001,01.01.1977,Montegnée
Mortier,-,-,01.01.0001,01.01.1977,Mortier
Mortroux,-,-,01.01.0001,01.01.1977,Mortroux
Nessonvaux,-,-,01.01.0001,16.02.1977,Nessonvaux
Othée,Elch,-,01.01.0001,01.01.1977,Elch
Ougrée,-,-,01.01.0001,01.01.1977,Ougrée
Oupeye,-,-,01.01.0001,31.12.9999,Oupeye
Paifve,-,-,01.01.0001,02.01.1977,Paifve
Plainevaux,-,-,01.01.0001,03.01.1977,Plainevaux
Queue-du-Bois,-,-,01.01.0001,02.01.1977,Queue-du-Bois
Ivoz-Ramet,-,-,01.01.0001,01.01.1977,Ivoz-Ramet
Retinne,-,-,01.01.0001,01.01.1977,Retinne
Richelle,-,-,01.01.0001,01.01.1977,Richelle
Roclenge-sur-Geer,Rukkelingen-aan-de-Jeker,-,01.01.0001,01.04.1977,Rukkelingen-aan-de-Jeker
Rocourt,-,-,01.01.0001,01.01.1977,Rocourt
Roloux,-,-,01.01.0001,01.01.1965,Roloux
Romsée,-,-,01.01.0001,01.01.1977,Romsée
Rotheux-Rimière,-,-,01.01.0001,03.01.1977,Rotheux-Rimière
Rouvreux,-,-,01.01.0001,04.04.1977,Rouvreux
Saint-André,-,-,01.01.0001,01.01.1977,Saint-André
Saint-Nicolas,-,-,01.01.0001,31.12.9999,Saint-Nicolas
Saint-Remy (Liège),-,-,01.01.0001,01.01.1977,Saint-Remy (Liège)
Saive,-,-,01.01.0001,01.01.1977,Saive
Seraing,-,-,01.01.0001,31.12.9999,Seraing
Slins,-,-,01.01.0001,01.04.1977,Slins
Sougné-Remouchamps,-,-,01.01.0001,04.04.1977,Sougné-Remouchamps
Soumagne,-,-,01.01.0001,31.12.9999,Soumagne
Sprimont,-,-,01.01.0001,31.12.9999,Sprimont
Tilff,-,-,01.01.0001,02.01.1977,Tilff
Tilleur,-,-,01.01.0001,01.01.1977,Tilleur
Trembleur,-,-,01.01.0001,01.01.1977,Trembleur
Vaux-sous-Chèvremont,-,-,01.01.0001,02.01.1977,Vaux-sous-Chèvremont
Velroux,-,-,01.01.0001,01.01.1977,Velroux
Villers-l'Evêque,-,-,01.01.0001,01.01.1977,Villers-l'Evêque
Villers-Saint-Siméon,-,-,01.01.0001,02.01.1977,Villers-Saint-Siméon
Visé,Wezet,-,01.01.0001,31.12.9999,Wezet
Vivegnis,-,-,01.01.0001,01.01.1977,Vivegnis
Voroux-Goreux,-,-,01.01.0001,01.01.1965,Voroux-Goreux
Voroux-lez-Liers,-,-,01.01.0001,02.01.1977,Voroux-lez-Liers
Vottem,-,-,01.01.0001,01.01.1977,Vottem
Wandre,-,-,01.01.0001,01.01.1977,Wandre
Warsage,Weerst,-,01.01.0001,01.01.1977,Weerst
Wihogne,Nudorp,-,01.01.0001,02.01.1977,Nudorp
Wonck,-,-,01.01.0001,01.04.1977,Wonck
Xhendremael,-,-,01.01.0001,02.01.1971,Xhendremael
Grâce-Hollogne,-,-,01.01.1971,31.12.9999,Grâce-Hollogne
Blégny,-,-,01.01.1977,31.12.9999,Blégny
Flémalle,-,-,01.01.1977,31.12.9999,Flémalle
Neupré,-,-,03.01.1977,31.12.9999,Neupré
Trooz,-,-,16.02.1977,31.12.9999,Trooz
Evegnée,-,-,01.01.0001,09.06.1949,Evegnée
Tignée,-,-,01.01.0001,09.06.1949,Tignée
Amblève,Amel,Amel,01.01.0001,31.12.9999,Amel
Andrimont,-,-,01.01.0001,01.01.1977,Andrimont
Aubel,-,-,01.01.0001,31.12.9999,Aubel
Baelen,-,-,01.01.0001,31.12.9999,Baelen
Basse-Bodeux,-,-,01.01.0001,01.01.1977,Basse-Bodeux
Battice,-,-,01.01.0001,01.01.1977,Battice
Bellevaux-Ligneuville,-,-,01.01.0001,01.01.1977,Bellevaux-Ligneuville
Bevercé,-,-,01.01.0001,01.01.1977,Bevercé
Bilstain,-,-,01.01.0001,03.01.1977,Bilstain
Bolland,-,-,01.01.0001,01.01.1977,Bolland
Bra,-,-,01.01.0001,03.01.1977,Bra
Bullange,Büllingen,Büllingen,01.01.0001,31.12.9999,Büllingen
Butgenbach,Bütgenbach,Bütgenbach,01.01.0001,31.12.9999,Bütgenbach
Chaineux,-,-,01.01.0001,01.01.1977,Chaineux
Charneux,-,-,01.01.0001,03.01.1977,Charneux
Chevron,-,-,01.01.0001,01.01.1977,Chevron
Clermont (sur-Berwinne),-,-,01.01.0001,02.01.1977,Clermont (sur-Berwinne)
Cornesse,-,-,01.01.0001,01.01.1965,Cornesse
-,-,Crombach,01.01.0001,01.01.1977,-
Dison,-,-,01.01.0001,31.12.9999,Dison
-,-,Elsenborn,01.01.0001,02.01.1977,-
Ensival,-,-,01.01.0001,02.01.1977,Ensival
-,-,Eupen,01.01.0001,31.12.9999,-
-,-,Eynatten,01.01.0001,01.01.1977,-
Faymonville,-,-,01.01.0001,01.01.1977,Faymonville
Fosse,-,-,01.01.0001,01.01.1971,Fosse
Francorchamps,-,-,01.01.0001,04.03.1977,Francorchamps
Gemmenich,-,-,01.01.0001,02.01.1977,Gemmenich
Goé,Gulke,-,01.01.0001,03.01.1977,Gulke
Grand-Rechain,-,-,01.01.0001,01.01.1977,Grand-Rechain
-,-,Hauset,01.01.0001,01.01.1977,-
Henri-Chapelle,Hendrik-Kapelle,-,01.01.0001,02.01.1977,Hendrik-Kapelle
-,-,Heppenbach,01.01.0001,01.01.1977,-
-,-,Hergenrath,01.01.0001,01.01.1977,-
Herve,-,-,01.01.0001,31.12.9999,Herve
Heusy,-,-,01.01.0001,02.01.1977,Heusy
Hombourg,Homburg,-,01.01.0001,02.01.1977,Homburg
Jalhay,-,-,01.01.0001,31.12.9999,Jalhay
Julémont,-,-,01.01.0001,01.01.1977,Julémont
La Calamine,Kelmis,Kelmis,01.01.0001,31.12.9999,Kelmis
-,-,Kettenis,01.01.0001,02.01.1977,-
La Gleize,-,-,01.01.0001,01.01.1977,La Gleize
Lambermont,-,-,01.01.0001,02.01.1977,Lambermont
La Reid,-,-,01.01.0001,02.01.1977,La Reid
Lierneux,-,-,01.01.0001,31.12.9999,Lierneux
Limbourg,Limburg,-,01.01.0001,31.12.9999,Limburg
-,-,Lommersweiler,01.01.0001,01.01.1977,-
-,-,Lontzen,01.01.0001,31.12.9999,-
Malmedy,Malmedy,Malmedy,01.01.0001,31.12.9999,Malmedy
-,-,Manderfeld,01.01.0001,03.01.1977,-
Membach,-,-,01.01.0001,02.01.1977,Membach
-,-,Meyerode,01.01.0001,01.01.1977,-
Montzen,-,-,01.01.0001,02.01.1977,Montzen
Moresnet,-,-,01.01.0001,02.01.1977,Moresnet
Neufchâteau (lez-Visé),-,-,01.01.0001,01.01.1977,Neufchâteau (lez-Visé)
-,-,Neu-Moresnet,01.01.0001,01.01.1977,-
Olne,-,-,01.01.0001,31.12.9999,Olne
Pepinster,-,-,01.01.0001,31.12.9999,Pepinster
Petit-Rechain,-,-,01.01.0001,02.01.1977,Petit-Rechain
Polleur,-,-,01.01.0001,02.01.1977,Polleur
-,-,Raeren,01.01.0001,31.12.9999,-
Rahier,-,-,01.01.0001,01.01.1977,Rahier
-,-,Recht,01.01.0001,01.01.1977,-
-,-,Reuland,01.01.0001,03.01.1977,-
Robertville,-,-,01.01.0001,01.01.1977,Robertville
-,-,Rocherath,01.01.0001,03.01.1977,-
Saint-Vith,Sankt Vith,Sankt Vith,01.01.0001,31.12.9999,Sankt Vith
Sart(lez-Spa),-,-,01.01.0001,03.01.1977,Sart(lez-Spa)
-,-,Schönberg,01.01.0001,03.01.1977,-
Sippenaeken,-,-,01.01.0001,02.01.1977,Sippenaeken
Soiron,-,-,01.01.0001,02.01.1977,Soiron
Spa,-,-,01.01.0001,31.12.9999,Spa
Stavelot,-,-,01.01.0001,31.12.9999,Stavelot
Stembert,-,-,01.01.0001,02.01.1977,Stembert
Stoumont,-,-,01.01.0001,31.12.9999,Stoumont
Theux,-,-,01.01.0001,31.12.9999,Theux
Thimister,-,-,01.01.0001,02.01.1977,Thimister
-,-,Thommen,01.01.0001,03.01.1977,-
Verviers,-,-,01.01.0001,31.12.9999,Verviers
Waimes,Weismes,-,01.01.0001,31.12.9999,Weismes
-,-,Walhorn,01.01.0001,02.01.1977,-
Wanne,-,-,01.01.0001,01.01.1971,Wanne
Wegnez,-,-,01.01.0001,02.01.1977,Wegnez
Welkenraedt,-,-,01.01.0001,31.12.9999,Welkenraedt
Xhendelesse,-,-,01.01.0001,01.01.1977,Xhendelesse
Trois-Ponts,-,-,01.01.1971,31.12.9999,Trois-Ponts
-,-,Burg-Reuland,01.01.0001,31.12.9999,-
Plombières,-,-,02.01.1977,31.12.9999,Plombières
Thimister-Clermont,-,-,02.01.1977,31.12.9999,Thimister-Clermont
Hodimont,-,-,01.01.0001,22.07.1930,Hodimont
Abolens,-,-,01.01.0001,04.01.1971,Abolens
Acosse,-,-,01.01.0001,03.01.1977,Acosse
Ambresin,-,-,01.01.0001,03.01.1977,Ambresin
Avennes,-,-,01.01.0001,06.05.1977,Avennes
Avernas-le-Bauduin,-,-,01.01.0001,04.01.1971,Avernas-le-Bauduin
Avin,-,-,01.01.0001,02.01.1977,Avin
Bergilers,-,-,01.01.0001,01.01.1965,Bergilers
Berloz,-,-,01.01.0001,31.12.9999,Berloz
Bertrée,-,-,01.01.0001,04.01.1971,Bertrée
Bettincourt,-,-,01.01.0001,08.01.1971,Bettincourt
Blehen,-,-,01.01.0001,04.01.1971,Blehen
Bleret,-,-,01.01.0001,08.01.1971,Bleret
Boëlhe,-,-,01.01.0001,02.01.1977,Boëlhe
Bovenistier,-,-,01.01.0001,08.01.1971,Bovenistier
Braives,-,-,01.01.0001,31.12.9999,Braives
Celles (lez-Waremme),-,-,01.01.0001,01.01.1971,Celles (lez-Waremme)
Ciplet,-,-,01.01.0001,06.05.1977,Ciplet
Corswarem,-,-,01.01.0001,03.01.1977,Corswarem
Cras-Avernas,-,-,01.01.0001,04.01.1971,Cras-Avernas
Crehen,-,-,01.01.0001,04.01.1971,Crehen
Crisnée,-,-,01.01.0001,31.12.9999,Crisnée
Darion,-,-,01.01.0001,02.01.1977,Darion
Donceel,-,-,01.01.0001,31.12.9999,Donceel
Fallais,-,-,01.01.0001,06.05.1977,Fallais
Fexhe-le-Haut-Clocher,-,-,01.01.0001,31.12.9999,Fexhe-le-Haut-Clocher
Fize-le-Marsal,-,-,01.01.0001,01.01.1965,Fize-le-Marsal
Freloux,-,-,01.01.0001,01.01.1965,Freloux
Fumal,-,-,01.01.0001,06.05.1977,Fumal
Geer,-,-,01.01.0001,31.12.9999,Geer
Grand-Axhe,-,-,01.01.0001,08.01.1971,Grand-Axhe
Grand-Hallet,-,-,01.01.0001,02.01.1977,Grand-Hallet
Grandville,-,-,01.01.0001,01.01.1965,Grandville
Haneffe,-,-,01.01.0001,03.01.1977,Haneffe
Hannut,Hannuit,-,01.01.0001,31.12.9999,Hannuit
Hodeige,-,-,01.01.0001,02.01.1977,Hodeige
Hollogne-sur-Geer,-,-,01.01.0001,02.01.1977,Hollogne-sur-Geer
Jeneffe (en-Hesbaye),-,-,01.01.0001,03.01.1977,Jeneffe (en-Hesbaye)
Kemexhe,-,-,01.01.0001,01.01.1965,Kemexhe
Lamine,-,-,01.01.0001,04.01.1971,Lamine
Lantremange,-,-,01.01.0001,08.01.1971,Lantremange
Latinne,-,-,01.01.0001,06.05.1977,Latinne
Lens-Saint-Remy,-,-,01.01.0001,04.01.1971,Lens-Saint-Remy
Lens-Saint-Servais,-,-,01.01.0001,02.01.1977,Lens-Saint-Servais
Lens-sur-Geer,-,-,01.01.0001,01.01.1965,Lens-sur-Geer
Ligney,-,-,01.01.0001,02.01.1977,Ligney
Limont,-,-,01.01.0001,03.01.1977,Limont
Lincent,Lijsem,-,01.01.0001,31.12.9999,Lijsem
Meeffe,-,-,01.01.0001,03.01.1977,Meeffe
Merdorp,-,-,01.01.0001,02.01.1977,Merdorp
Momalle,-,-,01.01.0001,02.01.1977,Momalle
Moxhe,-,-,01.01.0001,02.01.1977,Moxhe
Noville,-,-,01.01.0001,01.01.1965,Noville
Odeur,-,-,01.01.0001,01.01.1965,Odeur
Oleye,Liek,-,01.01.0001,08.01.1971,Liek
Omal,-,-,01.01.0001,02.01.1977,Omal
Oreye,Oerle,-,01.01.0001,31.12.9999,Oerle
Otrange,-,-,01.01.0001,01.01.1965,Otrange
Pellaines,Pellen,-,01.01.0001,03.01.1977,Pellen
Petit-Hallet,-,-,01.01.0001,01.01.1965,Petit-Hallet
Poucet,-,-,01.01.0001,04.01.1971,Poucet
Pousset,-,-,01.01.0001,02.01.1977,Pousset
Racour,Raatshoven,-,01.01.0001,03.01.1977,Raatshoven
Remicourt,-,-,01.01.0001,31.12.9999,Remicourt
Rosoux-Crenwick,Roost-Krenwik,-,01.01.0001,03.01.1977,Roost-Krenwik
Saint-Georges-sur-Meuse,-,-,01.01.0001,31.12.9999,Saint-Georges-sur-Meuse
Thisnes,-,-,01.01.0001,02.01.1977,Thisnes
Thys,-,-,01.01.0001,01.01.1965,Thys
Tourinne,-,-,01.01.0001,06.05.1977,Tourinne
Trognée,Truielingen,-,01.01.0001,02.01.1977,Truielingen
Viemme,-,-,01.01.0001,02.01.1977,Viemme
Ville-en-Hesbaye,-,-,01.01.0001,06.05.1977,Ville-en-Hesbaye
Villers-le-Peuplier,-,-,01.01.0001,04.01.1971,Villers-le-Peuplier
Wansin,-,-,01.01.0001,01.01.1965,Wansin
Waremme,Borgworm,-,01.01.0001,31.12.9999,Borgworm
Wasseiges,-,-,01.01.0001,31.12.9999,Wasseiges
Faimes,-,-,01.01.1971,31.12.9999,Faimes
Pr.Limbourg,Pr.Limburg,Pr.Limburg,01.01.0001,31.12.9999,Pr.Limburg
-,Aalst (Limb.),-,01.01.0001,02.01.1971,Aalst (Limb.)
-,As,-,01.01.0001,31.12.9999,As
-,Berbroek,-,01.01.0001,01.01.1971,Berbroek
-,Beringen,-,01.01.0001,31.12.9999,Beringen
-,Beverlo,-,01.01.0001,01.01.1977,Beverlo
-,Binderveld,-,01.01.0001,02.01.1971,Binderveld
-,Boekhout,-,01.01.0001,02.01.1971,Boekhout
-,Borlo,-,01.01.0001,26.06.1977,Borlo
-,Brustem,-,01.01.0001,26.06.1977,Brustem
-,Buvingen,-,01.01.0001,09.01.1971,Buvingen
-,Diepenbeek,-,01.01.0001,31.12.9999,Diepenbeek
-,Donk,-,01.01.0001,05.01.1971,Donk
-,Duras,-,01.01.0001,26.06.1977,Duras
-,Engelmanshoven,-,01.01.0001,05.01.1971,Engelmanshoven
-,Gelinden,-,01.01.0001,05.01.1971,Gelinden
-,Genk,-,01.01.0001,31.12.9999,Genk
-,Gingelom,-,01.01.0001,31.12.9999,Gingelom
-,Gorsem,-,01.01.0001,02.01.1971,Gorsem
-,Groot-Gelmen,-,01.01.0001,05.01.1971,Groot-Gelmen
-,Halen,-,01.01.0001,31.12.9999,Halen
-,Halmaal,-,01.01.0001,04.01.1971,Halmaal
-,Hasselt,-,01.01.0001,31.12.9999,Hasselt
-,Heppen,-,01.01.0001,01.01.1977,Heppen
Herck-la-Ville,Herk-de-Stad,Herk-de-Stad,01.01.0001,31.12.9999,Herk-de-Stad
-,Heusden (Limb.),-,01.01.0001,01.01.1977,Heusden (Limb.)
Goyer,Jeuk,Jeuk,01.01.0001,01.01.1977,Jeuk
-,Kerkom-bij-Sint-Truiden,-,01.01.0001,09.01.1971,Kerkom-bij-Sint-Truiden
-,Kermt,-,01.01.0001,02.01.1977,Kermt
-,Koersel,-,01.01.0001,01.01.1977,Koersel
-,Kortijs,-,01.01.0001,04.01.1971,Kortijs
-,Kozen,-,01.01.0001,26.06.1977,Kozen
-,Kuringen,-,01.01.0001,02.01.1977,Kuringen
-,Kwaadmechelen,-,01.01.0001,02.01.1977,Kwaadmechelen
Bourg-Léopold,Leopoldsburg,Leopoldsburg,01.01.0001,31.12.9999,Leopoldsburg
-,Linkhout,-,01.01.0001,01.01.1977,Linkhout
-,Loksbergen,-,01.01.0001,01.01.1965,Loksbergen
-,Lummen,-,01.01.0001,31.12.9999,Lummen
-,Meldert (Limb.),-,01.01.0001,01.01.1977,Meldert (Limb.)
-,Mielen-boven-Aalst,-,01.01.0001,09.01.1971,Mielen-boven-Aalst
-,Montenaken,-,01.01.0001,01.01.1977,Montenaken
-,Muizen (Limb.),-,01.01.0001,09.01.1971,Muizen (Limb.)
-,Neerglabbeek,-,01.01.0001,02.01.1971,Neerglabbeek
-,Niel-bij-As,-,01.01.0001,05.01.1971,Niel-bij-As
-,Niel-bij-Sint-Truiden,-,01.01.0001,02.01.1971,Niel-bij-Sint-Truiden
-,Nieuwerkerken (Limb.),-,01.01.0001,31.12.9999,Nieuwerkerken (Limb.)
-,Oostham,-,01.01.0001,02.01.1977,Oostham
-,Opglabbeek,-,01.01.0001,31.12.2018,Opglabbeek
-,Ordingen,-,01.01.0001,02.01.1971,Ordingen
-,Paal,-,01.01.0001,01.01.1977,Paal
-,Runkelen,-,01.01.0001,02.01.1971,Runkelen
-,Schulen,-,01.01.0001,02.01.1977,Schulen
-,Sint-Lambrechts-Herk,-,01.01.0001,02.01.1977,Sint-Lambrechts-Herk
Saint-Trond,Sint-Truiden,Sint-Truiden,01.01.0001,31.12.9999,Sint-Truiden
-,Spalbeek,-,01.01.0001,01.01.1971,Spalbeek
-,Stevoort,-,01.01.0001,02.01.1977,Stevoort
-,Stokrooie,-,01.01.0001,04.01.1971,Stokrooie
-,Tessenderlo,-,01.01.0001,31.12.9999,Tessenderlo
-,Velm,-,01.01.0001,26.06.1977,Velm
Fresin,Vorsen,Vorsen,01.01.0001,04.01.1971,Vorsen
-,Wijer,-,01.01.0001,02.01.1971,Wijer
-,Wilderen,-,01.01.0001,02.01.1971,Wilderen
-,Wimmertingen,-,01.01.0001,02.01.1977,Wimmertingen
-,Zelem,-,01.01.0001,03.01.1977,Zelem
-,Zepperen,-,01.01.0001,26.06.1977,Zepperen
-,Zolder,-,01.01.0001,03.01.1977,Zolder
-,Zonhoven,-,01.01.0001,31.12.9999,Zonhoven
-,Zutendaal,-,01.01.0001,31.12.9999,Zutendaal
-,Gelmen,-,05.01.1971,26.06.1977,Gelmen
-,Ham,-,02.01.1977,31.12.9999,Ham
-,Heusden-Zolder,-,01.01.1977,31.12.9999,Heusden-Zolder
-,Achel,-,01.01.0001,02.01.1977,Achel
-,Beek,-,01.01.0001,01.01.1965,Beek
-,Bocholt,-,01.01.0001,31.12.9999,Bocholt
-,Bree,-,01.01.0001,31.12.9999,Bree
-,Dilsen,-,01.01.0001,24.10.1987,Dilsen
-,Eksel,-,01.01.0001,02.01.1977,Eksel
-,Elen,-,01.01.0001,16.04.1971,Elen
